dataset,agent_type,provider,model,instance_idx,resolved,num_steps,success,has_output
swebench-verified,multi-agent-independent,gemini,gemini-2.5-pro,0018,0,52,0,True
swebench-verified,multi-agent-independent,gemini,gemini-2.5-pro,0019,0,28,0,True
swebench-verified,multi-agent-independent,gemini,gemini-3-flash-preview,0000,0,36,0,True
swebench-verified,multi-agent-independent,gemini,gemini-3-flash-preview,0001,0,48,0,True
swebench-verified,multi-agent-independent,gemini,gemini-3-flash-preview,0002,1,52,0,True
swebench-verified,multi-agent-independent,gemini,gemini-3-flash-preview,0003,1,48,0,True
swebench-verified,multi-agent-independent,gemini,gemini-3-flash-preview,0004,1,52,0,True
swebench-verified,multi-agent-independent,gemini,gemini-3-flash-preview,0005,1,48,0,True
swebench-verified,multi-agent-independent,gemini,gemini-3-flash-preview,0006,1,52,0,True
swebench-verified,multi-agent-independent,gemini,gemini-3-flash-preview,0007,0,52,0,True
swebench-verified,multi-agent-independent,gemini,gemini-3-flash-preview,0008,1,36,0,True
swebench-verified,multi-agent-independent,gemini,gemini-3-flash-preview,0009,1,26,0,True
swebench-verified,multi-agent-independent,gemini,gemini-3-flash-preview,0010,1,52,0,True
swebench-verified,multi-agent-independent,gemini,gemini-3-flash-preview,0011,1,48,0,True
swebench-verified,multi-agent-independent,gemini,gemini-3-flash-preview,0012,1,40,0,True
swebench-verified,multi-agent-independent,gemini,gemini-3-flash-preview,0013,0,52,0,True
swebench-verified,multi-agent-independent,gemini,gemini-3-flash-preview,0014,0,44,0,True
swebench-verified,multi-agent-independent,gemini,gemini-3-flash-preview,0015,1,36,0,True
swebench-verified,multi-agent-independent,gemini,gemini-3-flash-preview,0016,1,40,0,True
swebench-verified,multi-agent-independent,gemini,gemini-3-flash-preview,0017,0,52,0,True
swebench-verified,multi-agent-independent,gemini,gemini-3-flash-preview,0018,0,52,0,True
swebench-verified,multi-agent-independent,gemini,gemini-3-flash-preview,0019,0,22,0,True
swebench-verified,multi-agent-independent,openai,gpt-5,0000,0,22,0,True
swebench-verified,multi-agent-independent,openai,gpt-5,0001,0,26,0,True
swebench-verified,multi-agent-independent,openai,gpt-5,0002,0,52,0,True
swebench-verified,multi-agent-independent,openai,gpt-5,0003,1,28,0,True
swebench-verified,multi-agent-independent,openai,gpt-5,0004,1,24,0,True
swebench-verified,multi-agent-independent,openai,gpt-5,0005,1,48,0,True
swebench-verified,multi-agent-independent,openai,gpt-5,0006,1,52,0,True
swebench-verified,multi-agent-independent,openai,gpt-5,0007,0,12,0,True
swebench-verified,multi-agent-independent,openai,gpt-5,0008,1,24,0,True
swebench-verified,multi-agent-independent,openai,gpt-5,0009,1,42,0,True
swebench-verified,multi-agent-independent,openai,gpt-5,0010,1,42,0,True
swebench-verified,multi-agent-independent,openai,gpt-5,0011,1,52,0,True
swebench-verified,multi-agent-independent,openai,gpt-5,0012,1,26,0,True
swebench-verified,multi-agent-independent,openai,gpt-5,0013,0,52,0,True
swebench-verified,multi-agent-independent,openai,gpt-5,0014,0,30,0,True
swebench-verified,multi-agent-independent,openai,gpt-5,0015,1,24,0,True
swebench-verified,multi-agent-independent,openai,gpt-5,0016,1,44,0,True
swebench-verified,multi-agent-independent,openai,gpt-5,0017,0,46,0,True
swebench-verified,multi-agent-independent,openai,gpt-5,0018,0,52,0,True
swebench-verified,multi-agent-independent,openai,gpt-5,0019,0,24,0,True
swebench-verified,multi-agent-independent,openai,gpt-5-mini,0000,0,14,0,True
swebench-verified,multi-agent-independent,openai,gpt-5-mini,0001,0,6,0,True
swebench-verified,multi-agent-independent,openai,gpt-5-mini,0002,0,22,0,True
swebench-verified,multi-agent-independent,openai,gpt-5-mini,0003,1,10,0,True
swebench-verified,multi-agent-independent,openai,gpt-5-mini,0004,1,14,0,True
swebench-verified,multi-agent-independent,openai,gpt-5-mini,0005,1,42,0,True
swebench-verified,multi-agent-independent,openai,gpt-5-mini,0006,0,52,0,True
swebench-verified,multi-agent-independent,openai,gpt-5-mini,0007,0,4,0,True
swebench-verified,multi-agent-independent,openai,gpt-5-mini,0008,1,14,0,True
swebench-verified,multi-agent-independent,openai,gpt-5-mini,0009,1,44,0,True
swebench-verified,multi-agent-independent,openai,gpt-5-mini,0010,1,52,0,True
swebench-verified,multi-agent-independent,openai,gpt-5-mini,0011,1,52,0,True
swebench-verified,multi-agent-independent,openai,gpt-5-mini,0012,1,22,0,True
swebench-verified,multi-agent-independent,openai,gpt-5-mini,0013,0,4,0,True
swebench-verified,multi-agent-independent,openai,gpt-5-mini,0014,0,48,0,True
swebench-verified,multi-agent-independent,openai,gpt-5-mini,0015,0,12,0,True
swebench-verified,multi-agent-independent,openai,gpt-5-mini,0016,1,50,0,True
swebench-verified,multi-agent-independent,openai,gpt-5-mini,0017,0,52,0,True
swebench-verified,multi-agent-independent,openai,gpt-5-mini,0018,0,12,0,True
swebench-verified,multi-agent-independent,openai,gpt-5-mini,0019,0,20,0,True
swebench-verified,multi-agent-independent,openai,gpt-5-nano,0000,0,34,0,True
swebench-verified,multi-agent-independent,openai,gpt-5-nano,0001,0,52,0,True
swebench-verified,multi-agent-independent,openai,gpt-5-nano,0002,0,40,0,True
swebench-verified,multi-agent-independent,openai,gpt-5-nano,0003,1,18,0,True
swebench-verified,multi-agent-independent,openai,gpt-5-nano,0004,1,28,0,True
swebench-verified,multi-agent-independent,openai,gpt-5-nano,0005,0,20,0,True
swebench-verified,multi-agent-independent,openai,gpt-5-nano,0006,0,52,0,True
swebench-verified,multi-agent-independent,openai,gpt-5-nano,0007,0,6,0,True
swebench-verified,multi-agent-independent,openai,gpt-5-nano,0008,0,20,0,True
swebench-verified,multi-agent-independent,openai,gpt-5-nano,0009,1,6,0,True
swebench-verified,multi-agent-independent,openai,gpt-5-nano,0010,0,4,0,True
swebench-verified,multi-agent-independent,openai,gpt-5-nano,0011,1,34,0,True
swebench-verified,multi-agent-independent,openai,gpt-5-nano,0012,1,16,0,True
swebench-verified,multi-agent-independent,openai,gpt-5-nano,0013,0,52,0,True
swebench-verified,multi-agent-independent,openai,gpt-5-nano,0014,0,22,0,True
swebench-verified,multi-agent-independent,openai,gpt-5-nano,0015,0,28,0,True
swebench-verified,multi-agent-independent,openai,gpt-5-nano,0016,0,52,0,True
swebench-verified,multi-agent-independent,openai,gpt-5-nano,0017,0,52,0,True
swebench-verified,multi-agent-independent,openai,gpt-5-nano,0018,0,52,0,True
swebench-verified,multi-agent-independent,openai,gpt-5-nano,0019,0,14,0,True
swebench-verified,single-agent,anthropic,claude-sonnet-4-20250514,0000,0,74,0,True
swebench-verified,single-agent,anthropic,claude-sonnet-4-20250514,0001,1,152,0,True
swebench-verified,single-agent,anthropic,claude-sonnet-4-20250514,0002,1,110,0,True
swebench-verified,single-agent,anthropic,claude-sonnet-4-20250514,0003,1,60,0,True
swebench-verified,single-agent,anthropic,claude-sonnet-4-20250514,0004,1,76,0,True
swebench-verified,single-agent,anthropic,claude-sonnet-4-20250514,0005,1,94,0,True
swebench-verified,single-agent,anthropic,claude-sonnet-4-20250514,0006,1,110,0,True
swebench-verified,single-agent,anthropic,claude-sonnet-4-20250514,0007,0,104,0,True
swebench-verified,single-agent,anthropic,claude-sonnet-4-20250514,0008,1,58,0,True
swebench-verified,single-agent,anthropic,claude-sonnet-4-20250514,0009,1,74,0,True
swebench-verified,single-agent,anthropic,claude-sonnet-4-20250514,0010,0,164,0,True
swebench-verified,single-agent,anthropic,claude-sonnet-4-20250514,0011,1,64,0,True
swebench-verified,single-agent,anthropic,claude-sonnet-4-20250514,0012,1,82,0,True
swebench-verified,single-agent,anthropic,claude-sonnet-4-20250514,0013,1,106,0,True
swebench-verified,single-agent,anthropic,claude-sonnet-4-20250514,0014,0,52,0,True
swebench-verified,single-agent,anthropic,claude-sonnet-4-20250514,0015,1,100,0,True
swebench-verified,single-agent,anthropic,claude-sonnet-4-20250514,0016,1,86,0,True
swebench-verified,single-agent,anthropic,claude-sonnet-4-20250514,0017,0,102,0,True
swebench-verified,single-agent,anthropic,claude-sonnet-4-20250514,0018,1,146,0,True
swebench-verified,single-agent,anthropic,claude-sonnet-4-20250514,0019,0,70,0,True
swebench-verified,single-agent,anthropic,claude-sonnet-4-5-20250929,0000,0,48,0,True
swebench-verified,single-agent,anthropic,claude-sonnet-4-5-20250929,0001,1,144,0,True
swebench-verified,single-agent,anthropic,claude-sonnet-4-5-20250929,0002,1,136,0,True
swebench-verified,single-agent,anthropic,claude-sonnet-4-5-20250929,0003,1,56,0,True
swebench-verified,single-agent,anthropic,claude-sonnet-4-5-20250929,0004,1,78,0,True
swebench-verified,single-agent,anthropic,claude-sonnet-4-5-20250929,0005,1,90,0,True
swebench-verified,single-agent,anthropic,claude-sonnet-4-5-20250929,0006,1,124,0,True
swebench-verified,single-agent,anthropic,claude-sonnet-4-5-20250929,0007,1,114,0,True
swebench-verified,single-agent,anthropic,claude-sonnet-4-5-20250929,0008,1,88,0,True
swebench-verified,single-agent,anthropic,claude-sonnet-4-5-20250929,0009,1,98,0,True
swebench-verified,single-agent,anthropic,claude-sonnet-4-5-20250929,0010,1,158,0,True
swebench-verified,single-agent,anthropic,claude-sonnet-4-5-20250929,0011,1,120,0,True
swebench-verified,single-agent,anthropic,claude-sonnet-4-5-20250929,0012,1,122,0,True
swebench-verified,single-agent,anthropic,claude-sonnet-4-5-20250929,0013,1,152,0,True
swebench-verified,single-agent,anthropic,claude-sonnet-4-5-20250929,0014,0,116,0,True
swebench-verified,single-agent,anthropic,claude-sonnet-4-5-20250929,0015,1,128,0,True
swebench-verified,single-agent,anthropic,claude-sonnet-4-5-20250929,0016,1,94,0,True
swebench-verified,single-agent,anthropic,claude-sonnet-4-5-20250929,0017,0,116,0,True
swebench-verified,single-agent,anthropic,claude-sonnet-4-5-20250929,0018,0,154,0,True
swebench-verified,single-agent,anthropic,claude-sonnet-4-5-20250929,0019,0,156,0,True
swebench-verified,single-agent,gemini,gemini-2.0-flash,0000,0,38,0,True
swebench-verified,single-agent,gemini,gemini-2.0-flash,0001,0,6,0,True
swebench-verified,single-agent,gemini,gemini-2.0-flash,0002,0,72,0,True
swebench-verified,single-agent,gemini,gemini-2.0-flash,0003,1,16,0,True
swebench-verified,single-agent,gemini,gemini-2.0-flash,0004,0,20,0,True
swebench-verified,single-agent,gemini,gemini-2.0-flash,0005,0,22,0,True
swebench-verified,single-agent,gemini,gemini-2.0-flash,0006,0,92,0,True
swebench-verified,single-agent,gemini,gemini-2.0-flash,0007,0,94,0,True
swebench-verified,single-agent,gemini,gemini-2.0-flash,0008,0,6,0,True
swebench-verified,single-agent,gemini,gemini-2.0-flash,0009,0,102,0,True
swebench-verified,single-agent,gemini,gemini-2.0-flash,0010,0,54,0,True
swebench-verified,single-agent,gemini,gemini-2.0-flash,0011,0,88,0,True
swebench-verified,single-agent,gemini,gemini-2.0-flash,0012,0,66,0,True
swebench-verified,single-agent,gemini,gemini-2.0-flash,0013,0,6,0,True
swebench-verified,single-agent,gemini,gemini-2.0-flash,0014,0,22,0,True
swebench-verified,single-agent,gemini,gemini-2.0-flash,0015,1,98,0,True
swebench-verified,single-agent,gemini,gemini-2.0-flash,0016,1,26,0,True
swebench-verified,single-agent,gemini,gemini-2.0-flash,0017,0,94,0,True
swebench-verified,single-agent,gemini,gemini-2.0-flash,0018,0,202,0,True
swebench-verified,single-agent,gemini,gemini-2.0-flash,0019,0,40,0,True
swebench-verified,single-agent,gemini,gemini-2.5-flash,0000,0,18,0,True
swebench-verified,single-agent,gemini,gemini-2.5-flash,0001,0,196,0,True
swebench-verified,single-agent,gemini,gemini-2.5-flash,0002,1,44,0,True
swebench-verified,single-agent,gemini,gemini-2.5-flash,0003,1,62,0,True
swebench-verified,single-agent,gemini,gemini-2.5-flash,0004,1,14,0,True
swebench-verified,single-agent,gemini,gemini-2.5-flash,0005,1,26,0,True
swebench-verified,single-agent,gemini,gemini-2.5-flash,0006,0,46,0,True
swebench-verified,single-agent,gemini,gemini-2.5-flash,0007,0,48,0,True
swebench-verified,single-agent,gemini,gemini-2.5-flash,0008,1,10,0,True
swebench-verified,single-agent,gemini,gemini-2.5-flash,0009,1,18,0,True
swebench-verified,single-agent,gemini,gemini-2.5-flash,0010,0,198,0,True
swebench-verified,single-agent,gemini,gemini-2.5-flash,0011,1,28,0,True
swebench-verified,single-agent,gemini,gemini-2.5-flash,0012,1,10,0,True
swebench-verified,single-agent,gemini,gemini-2.5-flash,0013,0,30,0,True
swebench-verified,single-agent,gemini,gemini-2.5-flash,0014,0,16,0,True
swebench-verified,single-agent,gemini,gemini-2.5-flash,0015,1,76,0,True
swebench-verified,single-agent,gemini,gemini-2.5-flash,0016,1,22,0,True
swebench-verified,single-agent,gemini,gemini-2.5-flash,0017,0,58,0,True
swebench-verified,single-agent,gemini,gemini-2.5-flash,0018,0,0,0,False
swebench-verified,single-agent,gemini,gemini-2.5-flash,0019,0,14,0,True
swebench-verified,single-agent,gemini,gemini-2.5-pro,0000,0,42,0,True
swebench-verified,single-agent,gemini,gemini-2.5-pro,0001,1,52,0,True
swebench-verified,single-agent,gemini,gemini-2.5-pro,0002,1,72,0,True
swebench-verified,single-agent,gemini,gemini-2.5-pro,0003,1,14,0,True
swebench-verified,single-agent,gemini,gemini-2.5-pro,0004,1,28,0,True
swebench-verified,single-agent,gemini,gemini-2.5-pro,0005,1,38,0,True
swebench-verified,single-agent,gemini,gemini-2.5-pro,0006,0,74,0,True
swebench-verified,single-agent,gemini,gemini-2.5-pro,0007,1,56,0,True
swebench-verified,single-agent,gemini,gemini-2.5-pro,0008,1,24,0,True
swebench-verified,single-agent,gemini,gemini-2.5-pro,0009,1,26,0,True
swebench-verified,single-agent,gemini,gemini-2.5-pro,0010,1,48,0,True
swebench-verified,single-agent,gemini,gemini-2.5-pro,0011,1,78,0,True
swebench-verified,single-agent,gemini,gemini-2.5-pro,0012,0,0,0,False
swebench-verified,single-agent,gemini,gemini-2.5-pro,0013,1,60,0,True
swebench-verified,single-agent,gemini,gemini-2.5-pro,0014,0,20,0,True
swebench-verified,single-agent,gemini,gemini-2.5-pro,0015,1,34,0,True
swebench-verified,single-agent,gemini,gemini-2.5-pro,0016,1,16,0,True
swebench-verified,single-agent,gemini,gemini-2.5-pro,0017,0,48,0,True
swebench-verified,single-agent,gemini,gemini-2.5-pro,0018,1,174,0,True
swebench-verified,single-agent,gemini,gemini-2.5-pro,0019,0,26,0,True
swebench-verified,single-agent,gemini,gemini-3-flash-preview,0000,0,34,0,True
swebench-verified,single-agent,gemini,gemini-3-flash-preview,0001,1,70,0,True
swebench-verified,single-agent,gemini,gemini-3-flash-preview,0002,1,78,0,True
swebench-verified,single-agent,gemini,gemini-3-flash-preview,0003,1,36,0,True
swebench-verified,single-agent,gemini,gemini-3-flash-preview,0004,1,72,0,True
swebench-verified,single-agent,gemini,gemini-3-flash-preview,0005,1,74,0,True
swebench-verified,single-agent,gemini,gemini-3-flash-preview,0006,1,60,0,True
swebench-verified,single-agent,gemini,gemini-3-flash-preview,0007,1,188,0,True
swebench-verified,single-agent,gemini,gemini-3-flash-preview,0008,1,30,0,True
swebench-verified,single-agent,gemini,gemini-3-flash-preview,0009,1,78,0,True
swebench-verified,single-agent,gemini,gemini-3-flash-preview,0010,1,74,0,True
swebench-verified,single-agent,gemini,gemini-3-flash-preview,0011,1,106,0,True
swebench-verified,single-agent,gemini,gemini-3-flash-preview,0012,1,40,0,True
swebench-verified,single-agent,gemini,gemini-3-flash-preview,0013,1,86,0,True
swebench-verified,single-agent,gemini,gemini-3-flash-preview,0014,0,40,0,True
swebench-verified,single-agent,gemini,gemini-3-flash-preview,0015,1,58,0,True
swebench-verified,single-agent,gemini,gemini-3-flash-preview,0016,1,46,0,True
swebench-verified,single-agent,gemini,gemini-3-flash-preview,0017,0,64,0,True
swebench-verified,single-agent,gemini,gemini-3-flash-preview,0018,1,88,0,True
swebench-verified,single-agent,gemini,gemini-3-flash-preview,0019,0,24,0,True
swebench-verified,single-agent,openai,gpt-5,0000,0,26,0,True
swebench-verified,single-agent,openai,gpt-5,0001,0,36,0,True
swebench-verified,single-agent,openai,gpt-5,0002,1,90,0,True
swebench-verified,single-agent,openai,gpt-5,0003,1,30,0,True
swebench-verified,single-agent,openai,gpt-5,0004,1,14,0,True
swebench-verified,single-agent,openai,gpt-5,0005,1,82,0,True
swebench-verified,single-agent,openai,gpt-5,0006,1,170,0,True
swebench-verified,single-agent,openai,gpt-5,0007,0,202,0,True
swebench-verified,single-agent,openai,gpt-5,0008,1,24,0,True
swebench-verified,single-agent,openai,gpt-5,0009,1,30,0,True
swebench-verified,single-agent,openai,gpt-5,0010,1,182,0,True
swebench-verified,single-agent,openai,gpt-5,0011,1,122,0,True
swebench-verified,single-agent,openai,gpt-5,0012,1,50,0,True
swebench-verified,single-agent,openai,gpt-5,0013,1,162,0,True
swebench-verified,single-agent,openai,gpt-5,0014,0,26,0,True
swebench-verified,single-agent,openai,gpt-5,0015,1,20,0,True
swebench-verified,single-agent,openai,gpt-5,0016,1,42,0,True
swebench-verified,single-agent,openai,gpt-5,0017,0,44,0,True
swebench-verified,single-agent,openai,gpt-5,0018,0,202,0,True
swebench-verified,single-agent,openai,gpt-5,0019,0,16,0,True
swebench-verified,single-agent,openai,gpt-5-mini,0000,0,68,0,True
swebench-verified,single-agent,openai,gpt-5-mini,0001,0,4,0,True
swebench-verified,single-agent,openai,gpt-5-mini,0002,1,138,0,True
swebench-verified,single-agent,openai,gpt-5-mini,0003,1,12,0,True
swebench-verified,single-agent,openai,gpt-5-mini,0004,0,4,0,True
swebench-verified,single-agent,openai,gpt-5-mini,0005,1,62,0,True
swebench-verified,single-agent,openai,gpt-5-mini,0006,0,92,0,True
swebench-verified,single-agent,openai,gpt-5-mini,0007,0,14,0,True
swebench-verified,single-agent,openai,gpt-5-mini,0008,1,18,0,True
swebench-verified,single-agent,openai,gpt-5-mini,0009,1,50,0,True
swebench-verified,single-agent,openai,gpt-5-mini,0010,1,94,0,True
swebench-verified,single-agent,openai,gpt-5-mini,0011,1,70,0,True
swebench-verified,single-agent,openai,gpt-5-mini,0012,0,4,0,True
swebench-verified,single-agent,openai,gpt-5-mini,0013,0,4,0,True
swebench-verified,single-agent,openai,gpt-5-mini,0014,0,22,0,True
swebench-verified,single-agent,openai,gpt-5-mini,0015,0,4,0,True
swebench-verified,single-agent,openai,gpt-5-mini,0016,1,54,0,True
swebench-verified,single-agent,openai,gpt-5-mini,0017,0,70,0,True
swebench-verified,single-agent,openai,gpt-5-mini,0018,0,4,0,True
swebench-verified,single-agent,openai,gpt-5-mini,0019,0,24,0,True
swebench-verified,single-agent,openai,gpt-5-nano,0000,0,36,0,True
swebench-verified,single-agent,openai,gpt-5-nano,0001,0,42,0,True
swebench-verified,single-agent,openai,gpt-5-nano,0002,0,0,0,False
swebench-verified,single-agent,openai,gpt-5-nano,0003,0,0,0,False
swebench-verified,single-agent,openai,gpt-5-nano,0004,0,0,0,False
swebench-verified,single-agent,openai,gpt-5-nano,0005,0,0,0,False
swebench-verified,single-agent,openai,gpt-5-nano,0006,0,202,0,True
swebench-verified,single-agent,openai,gpt-5-nano,0007,0,0,0,False
swebench-verified,single-agent,openai,gpt-5-nano,0008,1,24,0,True
swebench-verified,single-agent,openai,gpt-5-nano,0009,0,0,0,False
swebench-verified,single-agent,openai,gpt-5-nano,0010,0,0,0,False
swebench-verified,single-agent,openai,gpt-5-nano,0011,0,0,0,False
swebench-verified,single-agent,openai,gpt-5-nano,0012,0,0,0,False
swebench-verified,single-agent,openai,gpt-5-nano,0013,0,202,0,True
swebench-verified,single-agent,openai,gpt-5-nano,0014,0,128,0,True
swebench-verified,single-agent,openai,gpt-5-nano,0015,0,0,0,False
swebench-verified,single-agent,openai,gpt-5-nano,0016,0,0,0,False
swebench-verified,single-agent,openai,gpt-5-nano,0017,0,100,0,True
swebench-verified,single-agent,openai,gpt-5-nano,0018,0,202,0,True
swebench-verified,single-agent,openai,gpt-5-nano,0019,0,0,0,False
terminalbench,multi-agent-centralized,anthropic,claude-sonnet-4-20250514,0000,0,36,0,True
terminalbench,multi-agent-centralized,anthropic,claude-sonnet-4-20250514,0001,0,0,0,False
terminalbench,multi-agent-centralized,anthropic,claude-sonnet-4-20250514,0002,0,0,0,False
terminalbench,multi-agent-centralized,anthropic,claude-sonnet-4-20250514,0003,0,32,0,True
terminalbench,multi-agent-centralized,anthropic,claude-sonnet-4-20250514,0004,0,46,0,True
terminalbench,multi-agent-centralized,anthropic,claude-sonnet-4-20250514,0005,0,42,0,True
terminalbench,multi-agent-centralized,anthropic,claude-sonnet-4-20250514,0006,0,60,0,True
terminalbench,multi-agent-centralized,anthropic,claude-sonnet-4-20250514,0007,0,58,0,True
terminalbench,multi-agent-centralized,anthropic,claude-sonnet-4-20250514,0008,0,0,0,False
terminalbench,multi-agent-centralized,anthropic,claude-sonnet-4-20250514,0009,0,58,0,True
terminalbench,multi-agent-centralized,anthropic,claude-sonnet-4-20250514,0010,0,19,0,True
terminalbench,multi-agent-centralized,anthropic,claude-sonnet-4-20250514,0011,1,40,0,True
terminalbench,multi-agent-centralized,anthropic,claude-sonnet-4-20250514,0012,0,42,0,True
terminalbench,multi-agent-centralized,anthropic,claude-sonnet-4-20250514,0013,0,66,0,True
terminalbench,multi-agent-centralized,anthropic,claude-sonnet-4-20250514,0014,0,18,0,True
terminalbench,multi-agent-centralized,anthropic,claude-sonnet-4-20250514,0015,0,22,0,True
terminalbench,multi-agent-centralized,anthropic,claude-sonnet-4-20250514,0016,1,44,0,True
terminalbench,multi-agent-centralized,anthropic,claude-sonnet-4-20250514,0017,1,34,0,True
terminalbench,multi-agent-centralized,anthropic,claude-sonnet-4-20250514,0018,1,48,0,True
terminalbench,multi-agent-centralized,anthropic,claude-sonnet-4-20250514,0019,1,46,0,True
terminalbench,multi-agent-centralized,anthropic,claude-sonnet-4-5-20250929,0000,0,54,0,True
terminalbench,multi-agent-centralized,anthropic,claude-sonnet-4-5-20250929,0001,1,42,0,True
terminalbench,multi-agent-centralized,anthropic,claude-sonnet-4-5-20250929,0002,0,22,0,True
terminalbench,multi-agent-centralized,anthropic,claude-sonnet-4-5-20250929,0003,1,50,0,True
terminalbench,multi-agent-centralized,anthropic,claude-sonnet-4-5-20250929,0004,1,46,0,True
terminalbench,multi-agent-centralized,anthropic,claude-sonnet-4-5-20250929,0005,0,56,0,True
terminalbench,multi-agent-centralized,anthropic,claude-sonnet-4-5-20250929,0006,1,42,0,True
terminalbench,multi-agent-centralized,anthropic,claude-sonnet-4-5-20250929,0007,0,30,0,True
terminalbench,multi-agent-centralized,anthropic,claude-sonnet-4-5-20250929,0008,0,82,0,True
terminalbench,multi-agent-centralized,anthropic,claude-sonnet-4-5-20250929,0009,0,58,0,True
terminalbench,multi-agent-centralized,anthropic,claude-sonnet-4-5-20250929,0010,1,16,0,True
terminalbench,multi-agent-centralized,anthropic,claude-sonnet-4-5-20250929,0011,1,30,0,True
terminalbench,multi-agent-centralized,anthropic,claude-sonnet-4-5-20250929,0012,0,54,0,True
terminalbench,multi-agent-centralized,anthropic,claude-sonnet-4-5-20250929,0013,0,62,0,True
terminalbench,multi-agent-centralized,anthropic,claude-sonnet-4-5-20250929,0014,0,60,0,True
terminalbench,multi-agent-centralized,anthropic,claude-sonnet-4-5-20250929,0015,0,27,0,True
terminalbench,multi-agent-centralized,anthropic,claude-sonnet-4-5-20250929,0016,1,44,0,True
terminalbench,multi-agent-centralized,anthropic,claude-sonnet-4-5-20250929,0017,0,16,0,True
terminalbench,multi-agent-centralized,anthropic,claude-sonnet-4-5-20250929,0018,1,46,0,True
terminalbench,multi-agent-centralized,anthropic,claude-sonnet-4-5-20250929,0019,1,34,0,True
terminalbench,multi-agent-centralized,gemini,gemini-2.0-flash,0000,0,22,0,True
terminalbench,multi-agent-centralized,gemini,gemini-2.0-flash,0001,0,18,0,True
terminalbench,multi-agent-centralized,gemini,gemini-2.0-flash,0002,0,20,0,True
terminalbench,multi-agent-centralized,gemini,gemini-2.0-flash,0003,0,26,0,True
terminalbench,multi-agent-centralized,gemini,gemini-2.0-flash,0004,0,12,0,True
terminalbench,multi-agent-centralized,gemini,gemini-2.0-flash,0005,0,32,0,True
terminalbench,multi-agent-centralized,gemini,gemini-2.0-flash,0006,0,50,0,True
terminalbench,multi-agent-centralized,gemini,gemini-2.0-flash,0007,0,50,0,True
terminalbench,multi-agent-centralized,gemini,gemini-2.0-flash,0008,0,0,0,False
terminalbench,multi-agent-centralized,gemini,gemini-2.0-flash,0009,0,40,0,True
terminalbench,multi-agent-centralized,gemini,gemini-2.0-flash,0010,0,38,0,True
terminalbench,multi-agent-centralized,gemini,gemini-2.0-flash,0011,1,44,0,True
terminalbench,multi-agent-centralized,gemini,gemini-2.0-flash,0012,0,12,0,True
terminalbench,multi-agent-centralized,gemini,gemini-2.0-flash,0013,0,32,0,True
terminalbench,multi-agent-centralized,gemini,gemini-2.0-flash,0014,0,0,0,False
terminalbench,multi-agent-centralized,gemini,gemini-2.0-flash,0015,0,0,0,False
terminalbench,multi-agent-centralized,gemini,gemini-2.0-flash,0016,1,24,0,True
terminalbench,multi-agent-centralized,gemini,gemini-2.0-flash,0017,1,18,0,True
terminalbench,multi-agent-centralized,gemini,gemini-2.0-flash,0018,0,4,0,True
terminalbench,multi-agent-centralized,gemini,gemini-2.0-flash,0019,0,12,0,True
terminalbench,multi-agent-centralized,gemini,gemini-2.5-flash,0000,0,12,0,True
terminalbench,multi-agent-centralized,gemini,gemini-2.5-flash,0001,0,54,0,True
terminalbench,multi-agent-centralized,gemini,gemini-2.5-flash,0002,0,2,0,True
terminalbench,multi-agent-centralized,gemini,gemini-2.5-flash,0003,0,42,0,True
terminalbench,multi-agent-centralized,gemini,gemini-2.5-flash,0004,0,40,0,True
terminalbench,multi-agent-centralized,gemini,gemini-2.5-flash,0005,0,38,0,True
terminalbench,multi-agent-centralized,gemini,gemini-2.5-flash,0006,0,32,0,True
terminalbench,multi-agent-centralized,gemini,gemini-2.5-flash,0007,0,12,0,True
terminalbench,multi-agent-centralized,gemini,gemini-2.5-flash,0008,0,126,0,True
terminalbench,multi-agent-centralized,gemini,gemini-2.5-flash,0009,0,30,0,True
terminalbench,multi-agent-centralized,gemini,gemini-2.5-flash,0010,0,6,0,True
terminalbench,multi-agent-centralized,gemini,gemini-2.5-flash,0011,1,32,0,True
terminalbench,multi-agent-centralized,gemini,gemini-2.5-flash,0012,0,30,0,True
terminalbench,multi-agent-centralized,gemini,gemini-2.5-flash,0013,0,48,0,True
terminalbench,multi-agent-centralized,gemini,gemini-2.5-flash,0014,1,52,0,True
terminalbench,multi-agent-centralized,gemini,gemini-2.5-flash,0015,0,40,0,True
terminalbench,multi-agent-centralized,gemini,gemini-2.5-flash,0016,1,36,0,True
terminalbench,multi-agent-centralized,gemini,gemini-2.5-flash,0017,1,20,0,True
terminalbench,multi-agent-centralized,gemini,gemini-2.5-flash,0018,1,46,0,True
terminalbench,multi-agent-centralized,gemini,gemini-2.5-flash,0019,0,14,0,True
terminalbench,multi-agent-centralized,gemini,gemini-2.5-pro,0000,0,10,0,True
terminalbench,multi-agent-centralized,gemini,gemini-2.5-pro,0001,0,38,0,True
terminalbench,multi-agent-centralized,gemini,gemini-2.5-pro,0002,0,16,0,True
terminalbench,multi-agent-centralized,gemini,gemini-2.5-pro,0003,0,22,0,True
terminalbench,multi-agent-centralized,gemini,gemini-2.5-pro,0004,0,22,0,True
terminalbench,multi-agent-centralized,gemini,gemini-2.5-pro,0005,0,52,0,True
terminalbench,multi-agent-centralized,gemini,gemini-2.5-pro,0006,0,30,0,True
terminalbench,multi-agent-centralized,gemini,gemini-2.5-pro,0007,0,14,0,True
